birthCity,birthCountryCode,birthDate,birthStateProvinceCode,draftOverall,draftRound,draftYear,fullName,height,isInHallOfFameYn,lastName,nationalityCode,playerId,catches,weight,seasonId,assists,gamesPlayed,gamesStarted,goals,goalsAgainst,goalsAgainstAverage,losses,otLosses,penaltyMinutes,points,savePct,saves,shotsAgainst,shutouts,teamAbbrevs,ties,timeOnIce,wins
Edmonton,CAN,1995-07-06,AB,59,2,2013,Eric Comrie,73,N,Comrie,CAN,8477480,L,190,20202021,0,1,1,0,3,3,0,0,0,0,0.90909,30,33,0,NJD,NA,3600,1
Skelleftea,SWE,1998-06-07,NA,55,2,2016,Filip Gustavsson,74,N,Gustavsson,SWE,8479406,L,184,20202021,0,9,7,0,17,2.163,1,2,0,0,0.93307,237,254,0,OTT,NA,28294,5
Herning,DNK,1989-10-02,NA,87,3,2012,Frederik Andersen,76,N,Andersen,DNK,8475883,L,229,20202021,1,24,23,0,70,2.9575,8,3,0,1,0.8952,598,668,0,TOR,NA,85207,13
North Branch,USA,1995-07-07,MN,NA,NA,NA,Hunter Miska,73,N,Miska,USA,8480112,L,175,20202021,0,5,5,0,18,4.15704,1,2,0,0,0.83783,93,111,0,COL,NA,15588,1
Moscow,RUS,1995-12-30,NA,118,4,2014,Igor Shesterkin,73,N,Shesterkin,RUS,8478048,L,195,20202021,0,35,31,0,83,2.6224,14,3,0,0,0.9159,904,987,2,NYR,NA,113941,16
Magnitogorsk,RUS,1997-02-22,NA,22,1,2015,Ilya Samsonov,75,N,Samsonov,RUS,8478492,L,208,20202021,1,22,21,0,59,2.73626,7,1,0,1,0.90133,539,598,2,WSH,NA,77624,13
Mezhdurechensk,RUS,1995-08-04,NA,78,3,2014,Ilya Sorokin,76,N,Sorokin,RUS,8478009,L,211,20202021,0,29,26,0,64,2.31499,7,3,2,0,0.91929,729,793,3,NYI,NA,99525,17
Moscow,RUS,1999-03-05,NA,114,4,2018,Ivan Prosvetov,77,N,Prosvetov,RUS,8481031,L,195,20202021,0,3,1,0,9,4.15331,1,0,0,0,0.82352,42,51,0,ARI,NA,7801,0
Port Huron,USA,1992-01-09,MI,11,1,2010,Jack Campbell,75,N,Campbell,USA,8475789,L,200,20202021,0,29,29,0,59,2.06383,7,2,0,0,0.92455,723,782,3,TOR,NA,102915,20
Gavle,SWE,1990-01-31,NA,31,2,2008,Jacob Markstrom,78,N,Markstrom,SWE,8474593,L,207,20202021,0,43,43,0,111,2.67692,19,2,2,0,0.90439,1050,1161,3,CGY,NA,149276,22
Fredericton,CAN,1990-08-07,NB,34,2,2008,Jake Allen,74,N,Allen,CAN,8474596,L,197,20202021,0,29,27,0,76,2.67825,12,5,2,0,0.90697,741,817,0,MTL,NA,102156,11
Lakeville,USA,1998-12-18,MN,26,1,2017,Jake Oettinger,78,N,Oettinger,USA,8479979,L,224,20202021,1,29,24,0,63,2.35641,8,7,4,1,0.91126,647,710,1,DAL,NA,96248,11
Morweena,CAN,1988-03-15,MB,99,4,2006,James Reimer,74,N,Reimer,CAN,8473503,L,200,20202021,0,22,21,0,59,2.65945,5,2,0,0,0.9059,568,627,0,CAR,NA,79866,15
Bratislava,SVK,1985-05-13,NA,271,9,2003,Jaroslav Halak,71,N,Halak,SVK,8470860,L,189,20202021,0,19,17,0,46,2.53207,6,4,0,0,0.90456,436,482,2,BOS,NA,65401,9
Anchorage,USA,1998-11-24,AK,111,4,2017,Jeremy Swayman,75,N,Swayman,USA,8480280,L,195,20202021,0,11,10,0,16,1.54767,4,0,0,0,0.9416,258,274,2,BOS,NA,37217,7
Boston,USA,1996-08-19,MA,199,7,2015,Joey Daccord,74,N,Daccord,USA,8478916,L,201,20202021,0,8,6,0,22,3.27245,3,1,0,0,0.89719,192,214,0,OTT,NA,24202,1
Pittsburgh,USA,1993-07-14,PA,39,2,2011,John Gibson,74,N,Gibson,USA,8476434,L,214,20202021,0,35,35,0,101,2.98448,19,7,2,0,0.90307,941,1042,3,ANA,NA,121830,9
Gavle,SWE,1995-09-19,NA,61,3,2014,Jonas Johansson,77,N,Johansson,SWE,8477992,L,218,20202021,0,15,13,0,39,2.86472,6,2,0,0,0.89736,341,380,1,"BUF,COL",NA,49010,5
Laval,CAN,1988-08-07,QC,11,1,2006,Jonathan Bernier,72,N,Bernier,CAN,8473541,L,185,20202021,0,24,23,0,65,2.98518,11,1,0,0,0.91413,692,757,0,DET,NA,78387,9
Milford,USA,1986-01-21,CT,72,3,2005,Jonathan Quick,73,N,Quick,USA,8471734,L,220,20202021,0,22,22,0,58,2.85522,9,2,0,0,0.89752,508,566,2,LAK,NA,73129,11
Pori,FIN,1994-04-28,NA,62,3,2012,Joonas Korpisalo,75,N,Korpisalo,FIN,8476914,L,199,20202021,1,33,31,0,96,3.29626,13,7,2,1,0.8938,808,904,0,CBJ,NA,104846,9
Richmond Hill,CAN,1993-07-11,ON,88,3,2011,Jordan Binnington,74,N,Binnington,CAN,8476412,L,172,20202021,1,46,45,0,122,2.72978,18,8,2,1,0.90888,1217,1339,0,STL,NA,160892,18
Pelhrimov,CZE,1998-01-31,NA,NA,NA,NA,Josef Korenar,73,N,Korenar,CZE,8480373,L,185,20202021,0,10,7,0,26,3.1718,5,0,0,0,0.89922,232,258,0,SJS,NA,29510,3
Forssa,FIN,1995-04-19,NA,99,4,2013,Juuse Saros,71,N,Saros,FIN,8477424,L,180,20202021,1,42,41,0,98,2.36714,15,1,2,1,0.92603,1227,1325,3,NSH,NA,149040,23
Helsinki,FIN,1996-08-16,NA,109,4,2014,Kaapo Kahkonen,74,N,Kahkonen,FIN,8478039,L,217,20202021,0,24,23,0,68,2.88447,8,0,2,0,0.90173,624,692,2,MIN,NA,84868,16
Vantaa,FIN,1993-10-02,NA,NA,NA,NA,Kasimir Kaskisuo,75,N,Kaskisuo,FIN,8479288,L,203,20202021,0,1,0,0,0,0,0,0,0,0,1,3,3,0,NSH,NA,922,0
Farmingville,USA,1989-07-04,NY,NA,NA,NA,Keith Kinkaid,74,N,Kinkaid,USA,8476234,L,195,20202021,0,9,7,0,21,2.59321,2,1,0,0,0.89756,184,205,1,NYR,NA,29153,3
Helsinki,FIN,1995-04-28,NA,NA,NA,NA,Kevin Lankinen,74,N,Lankinen,FIN,8480947,L,190,20202021,2,37,37,0,109,3.00715,14,5,2,2,0.90946,1095,1204,2,CHI,NA,130489,17
Port Alberni,CAN,1993-03-23,BC,164,6,2011,Laurent Brossoit,75,N,Brossoit,CAN,8476316,L,203,20202021,0,14,11,0,30,2.41897,6,0,0,0,0.91847,338,368,1,WPG,NA,44647,6
Lugnvik,SWE,1993-07-31,NA,163,6,2012,Linus Ullmark,76,N,Ullmark,SWE,8476999,L,215,20202021,0,20,20,0,49,2.63185,6,3,0,0,0.91708,542,591,0,BUF,NA,67025,9
Calgary,CAN,1997-02-25,AB,NA,NA,NA,Logan Thompson,76,N,Thompson,CAN,8480313,R,207,20202021,0,1,0,0,0,0,0,0,0,0,1,2,2,0,VGK,NA,495,0
St-Hyacinthe,CAN,1992-03-06,QC,138,5,2010,Louis Domingue,75,N,Domingue,CAN,8475839,R,207,20202021,0,1,1,0,3,3.11958,1,0,0,0,0.86956,20,23,0,CGY,NA,3462,0
Thunder Bay,CAN,1996-12-09,ON,42,2,2015,Mackenzie Blackwood,76,N,Blackwood,CAN,8478406,L,225,20202021,0,35,35,0,106,3.04216,17,4,0,0,0.90194,975,1081,1,NJD,NA,125437,14
Toronto,CAN,1993-12-21,ON,24,1,2012,Malcolm Subban,74,N,Subban,CAN,8476876,L,215,20202021,0,16,14,0,47,3.19987,8,1,0,0,0.90021,424,471,2,CHI,NA,52877,6
Sorel,CAN,1984-11-28,QC,1,1,2003,Marc-Andre Fleury,74,N,Fleury,CAN,8470594,L,185,20202021,2,52,52,0,104,2.00034,17,0,2,2,0.92528,1288,1392,7,VGK,NA,187168,35
Orebro,SWE,1994-11-25,NA,78,3,2013,Marcus Hogberg,77,N,Hogberg,SWE,8477405,L,234,20202021,0,14,10,0,40,3.73919,7,0,0,0,0.87577,282,322,0,OTT,NA,38511,4
North Vancouver,CAN,1990-01-10,BC,NA,NA,NA,Martin Jones,77,N,Jones,CAN,8474889,L,203,20202021,0,34,34,0,102,3.2755,13,4,0,0,0.89591,878,980,1,SJS,NA,112105,15
Riga,LVA,1996-08-26,NA,NA,NA,NA,Matiss Kivlenieks,74,N,Kivlenieks,LVA,8480162,L,183,20202021,0,2,2,0,7,3.40494,1,0,0,0,0.9014,64,71,0,CBJ,NA,7401,1
Thunder Bay,CAN,1994-05-25,ON,83,3,2012,Matt Murray,77,N,Murray,CAN,8476899,L,220,20202021,1,27,25,0,79,3.37562,13,1,2,1,0.89295,659,738,2,OTT,NA,84251,10
Saint-Augustin,CAN,1993-01-12,QC,NA,NA,NA,Maxime Lagace,74,N,Lagace,CAN,8476509,L,190,20202021,0,1,1,0,0,0,0,0,0,0,1,29,29,1,PIT,NA,3600,1
Youngstown,USA,1992-09-13,OH,NA,NA,NA,Michael Houser,73,N,Houser,USA,8475920,L,185,20202021,0,4,4,0,14,3.45631,2,0,0,0,0.9007,127,141,0,BUF,NA,14582,2
Barrie,CAN,1990-03-02,ON,77,3,2008,Michael Hutchinson,75,N,Hutchinson,CAN,8474636,R,201,20202021,0,8,8,0,17,2.41782,2,1,0,0,0.91943,194,211,1,TOR,NA,25312,4
Kingston,CAN,1982-03-22,ON,161,5,2001,Mike Smith,77,N,Smith,CAN,8469608,L,220,20202021,2,36,34,0,83,2.32021,10,2,6,2,0.92147,974,1057,3,EDM,NA,128781,21
Vantaa,FIN,1988-07-18,NA,31,2,2009,Mikko Koskinen,79,N,Koskinen,FIN,8475156,L,202,20202021,2,26,25,0,76,3.17184,13,0,0,2,0.89947,680,756,0,EDM,NA,86259,13
Stockholm,SWE,1994-02-28,NA,31,2,2012,Oscar Dansk,75,N,Dansk,SWE,8476861,L,204,20202021,0,1,1,0,4,3.90773,0,0,0,0,0.86206,25,29,0,VGK,NA,3685,1
Kempele,FIN,1982-11-03,NA,258,8,2004,Pekka Rinne,77,N,Rinne,FIN,8471469,L,217,20202021,1,24,21,0,62,2.83864,12,1,0,1,0.90662,602,664,2,NSH,NA,78629,10
Ostrava,CZE,1992-02-14,NA,141,5,2010,Petr Mrazek,74,N,Mrazek,CZE,8475852,L,188,20202021,0,14,14,0,31,2.34207,3,3,0,0,0.91412,330,361,3,CAR,NA,47650,7
Rosenheim,DEU,1991-11-25,NA,112,4,2010,Philipp Grubauer,73,N,Grubauer,DEU,8475831,L,188,20202021,3,50,49,0,103,2.08448,13,1,0,3,0.9204,1191,1294,7,COL,NA,177886,36
Gothenburg,SWE,1991-07-24,NA,46,2,2009,Robin Lehner,76,N,Lehner,SWE,8475215,L,250,20202021,1,22,22,0,55,2.46679,6,2,0,1,0.90863,547,602,1,VGK,NA,80266,14
East Lansing,USA,1980-07-17,MI,138,5,1999,Ryan Miller,74,N,Miller,USA,8468011,L,170,20202021,0,16,14,0,51,3.51353,8,2,0,0,0.88194,381,432,0,ANA,NA,52255,4
Brampton,CAN,1992-08-14,ON,84,3,2010,Scott Wedgewood,74,N,Wedgewood,CAN,8475809,L,201,20202021,0,16,15,0,46,3.10799,8,3,0,0,0.89956,412,458,2,NJD,NA,53282,3
Samara,RUS,1988-04-27,NA,23,1,2006,Semyon Varlamov,74,N,Varlamov,RUS,8473575,L,201,20202021,1,50,49,0,106,2.18229,18,4,2,1,0.92724,1351,1457,7,NYI,NA,174862,26
Novokuznetsk,RUS,1988-09-20,NA,NA,NA,NA,Sergei Bobrovsky,74,N,Bobrovsky,RUS,8475683,L,180,20202021,0,34,32,0,98,3.04807,10,2,0,0,0.9018,900,998,0,FLA,NA,115745,20
Darien,USA,2001-04-19,CT,13,1,2019,Spencer Knight,75,N,Knight,USA,8481519,L,191,20202021,0,6,5,0,12,2.22749,1,0,0,0,0.92452,147,159,0,FLA,NA,19394,5
Edmonton,CAN,1998-11-01,AB,78,3,2017,Stuart Skinner,76,N,Skinner,CAN,8479973,L,230,20202021,0,1,1,0,5,5.02652,0,0,0,0,0.86842,33,38,0,EDM,NA,3581,1
San Diego,USA,1995-12-08,CA,36,2,2014,Thatcher Demko,76,N,Demko,USA,8477967,L,192,20202021,0,35,35,0,99,2.84646,18,1,0,0,0.91494,1065,1164,1,VAN,NA,125208,16
Fussen,DEU,1986-01-29,NA,94,3,2004,Thomas Greiss,74,N,Greiss,DEU,8471306,L,219,20202021,0,34,29,0,79,2.70062,15,8,2,0,0.91163,815,894,2,DET,NA,105309,8
Surrey,CAN,1995-04-29,BC,44,2,2013,Tristan Jarry,74,N,Jarry,CAN,8477465,L,195,20202021,4,45,44,0,121,2.8124,13,3,8,4,0.90598,1166,1287,2,PIT,NA,154885,27
Brookfield,USA,1989-08-27,WI,NA,NA,NA,Troy Grosenick,73,N,Grosenick,USA,8477234,L,181,20202021,0,2,2,0,6,3,1,0,0,0,0.92207,71,77,0,LAK,NA,7200,1
Savonlinna,FIN,1987-03-10,NA,21,1,2005,Tuukka Rask,75,N,Rask,FIN,8471695,L,176,20202021,2,35,35,0,80,2.30294,9,2,0,2,0.91534,865,945,2,BOS,NA,125057,21
Espoo,FIN,1999-03-09,NA,54,2,2017,Ukko-Pekka Luukkonen,77,N,Luukkonen,FIN,8480045,L,223,20202021,0,4,4,0,14,3.87632,3,0,0,0,0.90604,135,149,0,BUF,NA,13002,1
Jyväskylä,FIN,1997-02-13,NA,173,6,2018,Veini Vehvilainen,72,N,Vehvilainen,FIN,8481001,L,181,20202021,0,1,0,0,1,5.625,0,0,0,0,0.75,3,4,0,CBJ,NA,640,0
Helsinki,FIN,1995-02-06,NA,94,4,2014,Ville Husso,75,N,Husso,FIN,8478024,L,205,20202021,0,17,15,0,49,3.205,6,1,4,0,0.89347,411,460,1,STL,NA,55039,9
Havlickuv Brod,CZE,1996-01-09,NA,39,2,2014,Vitek Vanecek,74,N,Vanecek,CZE,8477970,L,184,20202021,0,38,37,0,96,2.70594,10,4,0,0,0.90724,939,1035,2,WSH,NA,127719,21
Airdrie,CAN,1989-05-04,AB,NA,NA,NA,Aaron Dell,72,N,Dell,CAN,8477180,L,213,20212022,0,12,9,0,38,4.03266,8,1,2,0,0.89265,316,354,0,BUF,NA,33923,1
Zvolen,SVK,1997-05-12,NA,184,7,2015,Adam Huska,76,N,Huska,SVK,8478903,L,214,20212022,0,1,1,0,7,7.03517,1,0,0,0,0.82051,32,39,0,NYR,NA,3582,0
Comox,CAN,1996-05-11,BC,76,3,2015,Adin Hill,76,N,Hill,CAN,8478499,L,215,20212022,2,25,22,0,61,2.65998,11,1,0,2,0.90586,587,648,2,SJS,NA,82557,10
Bern,CHE,2000-05-12,NA,136,5,2018,Akira Schmid,77,N,Schmid,CHE,8481033,L,190,20212022,0,6,4,0,19,4.83084,4,0,0,0,0.83333,95,114,0,NJD,NA,14159,0
Baudette,USA,1992-12-09,MN,NA,NA,NA,Alex Lyon,73,N,Lyon,USA,8479312,L,196,20212022,0,2,2,0,6,2.93119,0,1,0,0,0.90769,59,65,0,CAR,NA,7369,1
Parma,USA,1996-01-07,OH,37,2,2014,Alex Nedeljkovic,72,N,Nedeljkovic,USA,8477968,L,203,20212022,2,59,52,0,178,3.30568,24,9,2,2,0.90089,1618,1796,4,DET,NA,193848,20
Saint Paul,USA,1987-07-28,MN,112,4,2005,Alex Stalock,71,N,Stalock,USA,8471774,L,170,20212022,0,1,1,0,6,7.80628,1,0,0,0,0.78571,22,28,0,SJS,NA,2767,0
Ruse,BGR,1996-02-10,NA,NA,NA,NA,Alexandar Georgiev,73,N,Georgiev,RUS,8480382,L,178,20212022,0,35,28,0,87,2.89188,11,2,0,0,0.89918,776,863,2,NYR,NA,108303,15
Tyumen,RUS,1994-07-25,NA,19,1,2012,Andrei Vasilevskiy,76,N,Vasilevskiy,RUS,8476883,L,228,20212022,1,86,86,0,215,2.49832,27,5,6,1,0.91793,2405,2620,3,TBL,NA,309807,53
Surrey,CAN,1988-02-11,BC,NA,NA,NA,Andrew Hammond,74,N,Hammond,CAN,8477202,L,215,20212022,0,11,10,0,38,3.88768,5,1,0,0,0.87898,276,314,0,"MTL,NJD",NA,35188,4
Edison,USA,1994-01-20,NJ,45,2,2012,Anthony Stolarz,78,N,Stolarz,USA,8476932,L,243,20212022,1,28,23,0,67,2.66858,8,3,2,1,0.91718,742,809,3,ANA,NA,90385,12
Härnösand,SWE,1992-11-27,NA,188,7,2011,Anton Forsberg,75,N,Forsberg,SWE,8476341,L,198,20212022,0,46,44,0,121,2.8233,17,4,2,0,0.91695,1336,1457,1,OTT,NA,154287,22
Ust-Kamenogorsk,KAZ,1986-05-07,NA,206,7,2004,Anton Khudobin,71,N,Khudobin,RUS,8471418,L,210,20212022,0,9,7,0,28,3.63269,4,1,0,0,0.87878,203,231,0,DAL,NA,27748,3
Rauma,FIN,1989-05-12,NA,NA,NA,NA,Antti Raanta,72,N,Raanta,FIN,8477293,L,195,20212022,0,41,39,0,87,2.39444,10,4,0,0,0.91536,941,1028,3,CAR,NA,130803,21
Göteborg,SWE,1999-08-19,NA,NA,NA,NA,Arvid Soderblom,75,N,Soderblom,SWE,8482821,L,180,20212022,0,3,2,0,13,5.00588,2,0,0,0,0.86315,82,95,0,CHI,NA,9349,0
Lloydminster,CAN,1989-09-16,SK,93,4,2008,Braden Holtby,73,N,Holtby,CAN,8474651,L,215,20212022,0,24,22,0,61,2.77595,10,1,2,0,0.91285,639,700,0,DAL,NA,79108,10
Newmarket,CAN,1985-04-09,ON,291,9,2003,Brian Elliott,74,N,Elliott,CAN,8470880,L,221,20212022,0,19,17,0,43,2.42614,4,3,0,0,0.91206,446,489,1,TBL,NA,63805,11
Waterloo,USA,1994-10-19,IA,129,5,2013,Cal Petersen,74,N,Petersen,USA,8477361,R,185,20212022,0,38,35,0,109,2.96097,14,2,2,0,0.89334,913,1022,3,LAK,NA,132524,20
Moncton,CAN,1992-04-15,NB,49,2,2010,Calvin Pickard,73,N,Pickard,CAN,8475717,L,206,20212022,0,3,1,0,9,4.29822,1,0,0,0,0.875,63,72,0,DET,NA,7538,1
Caledonia,CAN,1987-07-05,ON,NA,NA,NA,Cam Talbot,76,N,Talbot,CAN,8475660,L,200,20212022,1,50,49,0,136,2.79235,13,4,2,1,0.91017,1378,1514,3,MIN,NA,175336,32
Anahim Lake,CAN,1987-08-16,BC,5,1,2005,Carey Price,75,N,Price,CAN,8471679,L,217,20212022,0,5,5,0,18,3.63025,4,0,0,0,0.87837,130,148,0,MTL,NA,17850,1
Sherwood Park,CAN,1998-08-13,AB,48,2,2016,Carter Hart,74,N,Hart,CAN,8479394,L,196,20212022,1,45,44,0,137,3.15781,24,7,0,1,0.90492,1304,1441,1,PHI,NA,156184,13
Thunder Bay,CAN,1985-12-19,ON,NA,NA,NA,Carter Hutton,72,N,Hutton,CAN,8475622,L,211,20212022,0,3,3,0,15,7.76085,2,0,0,0,0.74137,43,58,0,ARI,NA,6958,0
Rochester,USA,1991-08-13,NH,NA,NA,NA,Casey DeSmith,72,N,DeSmith,USA,8479193,L,180,20212022,0,27,25,0,69,2.74669,6,5,0,0,0.91585,751,820,3,PIT,NA,90436,11
Farmington Hills,USA,1999-08-11,MI,199,7,2017,Cayden Primeau,75,N,Primeau,USA,8480051,L,205,20212022,0,12,9,0,40,4.62234,7,1,0,0,0.86754,262,302,0,MTL,NA,31153,1
Lakeville,USA,1993-12-18,MN,NA,NA,NA,Charlie Lindgren,74,N,Lindgren,USA,8479292,R,190,20212022,0,5,4,0,5,1.21745,0,0,0,0,0.95762,113,118,0,STL,NA,14785,5
Winnipeg,CAN,1994-05-18,MB,76,3,2012,Chris Driedger,76,N,Driedger,CAN,8476904,L,210,20212022,0,27,24,0,73,2.96266,14,1,4,0,0.89889,649,722,1,SEA,NA,88704,9
Rancho Cucamonga,USA,1994-06-20,CA,NA,NA,NA,Collin Delia,74,N,Delia,USA,8480420,L,208,20212022,0,8,6,0,22,3.84727,4,1,0,0,0.89908,196,218,0,CHI,NA,20586,1
Commerce,USA,1993-05-19,MI,130,5,2012,Connor Hellebuyck,76,N,Hellebuyck,USA,8476945,L,207,20212022,2,66,66,0,193,2.96656,27,10,0,2,0.91044,1962,2155,4,WPG,NA,234210,29
Saskatoon,CAN,1997-03-31,SK,88,3,2016,Connor Ingram,73,N,Ingram,CAN,8478971,L,218,20212022,0,7,6,0,25,3.67107,5,0,0,0,0.90079,227,252,0,NSH,NA,24516,1
Marblehead,USA,1986-03-18,MA,26,1,2004,Cory Schneider,75,N,Schneider,USA,8471239,L,214,20212022,0,1,1,0,3,3,0,0,0,0,0.9,27,30,0,NYI,NA,3600,1
Park Ridge,USA,1981-05-21,IL,73,3,2001,Craig Anderson,74,N,Anderson,USA,8467950,L,187,20212022,1,31,31,0,97,3.11688,12,2,0,1,0.89735,848,945,0,BUF,NA,112035,17
Prague,CZE,1997-08-20,NA,75,3,2015,Dan Vladar,77,N,Vladar,CZE,8478435,L,209,20212022,1,24,19,0,57,2.70769,6,2,0,1,0.90731,558,615,2,CGY,NA,75784,13
Novokuznetsk,RUS,1999-03-27,NA,86,3,2017,Daniil Tarasov,77,N,Tarasov,RUS,8480193,L,203,20212022,0,4,3,0,7,2.40205,2,0,0,0,0.93693,104,111,0,CBJ,NA,10491,0
Saskatoon,CAN,1990-05-05,SK,161,6,2009,Darcy Kuemper,77,N,Kuemper,CAN,8475311,L,215,20212022,1,73,73,0,176,2.54725,16,4,4,1,0.91775,1964,2140,6,COL,NA,248738,47
Jihlava,CZE,1992-08-19,NA,NA,NA,NA,David Rittich,76,N,Rittich,CZE,8479496,L,205,20212022,0,18,13,0,54,3.86634,4,4,2,0,0.87837,390,444,0,NSH,NA,50280,6
Watson,CAN,1989-09-16,SK,122,5,2008,Dustin Tokarski,72,N,Tokarski,CAN,8474682,L,198,20212022,0,29,28,0,91,3.26665,12,5,0,0,0.89888,809,900,1,BUF,NA,100286,10
Riga,LVA,1994-04-13,NA,76,3,2014,Elvis Merzlikins,75,N,Merzlikins,LVA,8478007,L,190,20212022,2,59,56,0,178,3.21675,23,7,8,2,0.90729,1742,1920,2,CBJ,NA,199207,27
Edmonton,CAN,1995-07-06,AB,59,2,2013,Eric Comrie,73,N,Comrie,CAN,8477480,L,190,20212022,1,19,16,0,44,2.57607,5,1,0,1,0.92,506,550,1,WPG,NA,61489,10
Stockholm,SWE,1996-10-14,NA,183,7,2015,Erik Kallgren,75,N,Kallgren,SWE,8478902,L,200,20212022,0,15,12,0,43,3.1842,4,1,2,0,0.89113,352,395,1,TOR,NA,48615,8
Gavle,SWE,1997-01-12,NA,70,3,2015,Felix Sandstrom,74,N,Sandstrom,SWE,8478433,L,211,20212022,0,5,5,0,16,3.2296,4,1,0,0,0.9096,161,177,0,PHI,NA,17835,0
Skelleftea,SWE,1998-06-07,NA,55,2,2016,Filip Gustavsson,74,N,Gustavsson,SWE,8479406,L,184,20212022,0,18,16,0,62,3.55114,12,1,0,0,0.89198,512,574,0,OTT,NA,62853,5
Herning,DNK,1989-10-02,NA,87,3,2012,Frederik Andersen,76,N,Andersen,DNK,8475883,L,229,20212022,4,52,51,0,111,2.16875,14,3,0,4,0.92243,1320,1431,4,CAR,NA,184253,35
Elmhurst,USA,1993-06-28,IL,190,7,2011,Garret Sparks,75,N,Sparks,USA,8476343,L,220,20212022,0,2,1,0,3,1.85153,0,0,0,0,0.93617,44,47,0,LAK,NA,5833,1
Toijala,FIN,1989-12-29,NA,106,4,2008,Harri Sateri,73,N,Sateri,FIN,8474667,L,205,20212022,0,6,4,0,21,4.22299,2,1,0,0,0.86624,136,157,0,ARI,NA,17902,2
Danderyd,SWE,2001-06-04,NA,71,3,2019,Hugo Alnefelt,75,N,Alnefelt,SWE,8481597,L,189,20212022,0,1,0,0,3,9,0,0,0,0,0.7,7,10,0,TBL,NA,1200,0
Moscow,RUS,1995-12-30,NA,118,4,2014,Igor Shesterkin,73,N,Shesterkin,RUS,8478048,L,195,20212022,4,73,72,0,157,2.21537,22,4,4,4,0.93296,2185,2342,6,NYR,NA,255126,46
Magnitogorsk,RUS,1997-02-22,NA,22,1,2015,Ilya Samsonov,75,N,Samsonov,RUS,8478492,L,208,20212022,0,49,43,0,132,3.01806,15,5,0,0,0.89791,1161,1293,3,WSH,NA,157452,24
Mezhdurechensk,RUS,1995-08-04,NA,78,3,2014,Ilya Sorokin,76,N,Sorokin,RUS,8478009,L,211,20212022,0,52,52,0,123,2.40212,18,8,0,0,0.92513,1520,1643,7,NYI,NA,184337,26
Moscow,RUS,1999-03-05,NA,114,4,2018,Ivan Prosvetov,77,N,Prosvetov,RUS,8481031,L,195,20212022,0,3,3,0,13,4.21621,2,1,0,0,0.875,91,104,0,ARI,NA,11100,0
Repentigny,CAN,1991-07-13,QC,95,4,2009,J-F Berube,73,N,Berube,CAN,8475234,L,177,20212022,1,6,6,0,21,4.11921,2,0,0,1,0.89952,188,209,0,CBJ,NA,18353,3
Port Huron,USA,1992-01-09,MI,11,1,2010,Jack Campbell,75,N,Campbell,USA,8475789,L,200,20212022,1,56,54,0,144,2.70367,13,6,0,1,0.91181,1489,1633,6,TOR,NA,191739,34
Mississauga,CAN,1998-01-06,ON,75,3,2016,Jack LaFontaine,74,N,LaFontaine,CAN,8479581,L,204,20212022,0,2,1,0,9,7.2048,1,0,0,0,0.78048,32,41,0,CAR,NA,4497,0
Gavle,SWE,1990-01-31,NA,31,2,2008,Jacob Markstrom,78,N,Markstrom,SWE,8474593,L,207,20212022,4,75,75,0,172,2.34104,22,9,10,4,0.9184,1936,2108,10,CGY,NA,264497,42
Fredericton,CAN,1990-08-07,NB,34,2,2008,Jake Allen,74,N,Allen,CAN,8474596,L,197,20212022,0,35,35,0,107,3.29625,20,4,2,0,0.90471,1016,1123,2,MTL,NA,116860,9
Lakeville,USA,1998-12-18,MN,26,1,2017,Jake Oettinger,78,N,Oettinger,USA,8479979,L,224,20212022,2,55,53,0,127,2.42874,19,1,0,2,0.92141,1489,1616,2,DAL,NA,188245,33
Morweena,CAN,1988-03-15,MB,99,4,2006,James Reimer,74,N,Reimer,CAN,8473503,L,200,20212022,0,48,46,0,129,2.89596,17,10,0,0,0.91103,1321,1450,1,SJS,NA,160361,19
Bratislava,SVK,1985-05-13,NA,271,9,2003,Jaroslav Halak,71,N,Halak,SVK,8470860,L,189,20212022,0,17,14,0,39,2.93729,7,2,2,0,0.9025,361,400,0,VAN,NA,47799,4
Anchorage,USA,1998-11-24,AK,111,4,2017,Jeremy Swayman,75,N,Swayman,USA,8480280,L,195,20212022,0,46,44,0,109,2.43453,16,3,6,0,0.91328,1148,1257,3,BOS,NA,161181,26
Winnipeg,CAN,2000-07-30,MB,107,4,2018,Joel Hofer,77,N,Hofer,CAN,8480981,L,179,20212022,1,2,2,0,6,3.07298,1,0,0,1,0.88,44,50,0,STL,NA,7029,1
Boston,USA,1996-08-19,MA,199,7,2015,Joey Daccord,74,N,Daccord,USA,8478916,L,201,20212022,0,5,4,0,21,4.29716,4,0,0,0,0.85,119,140,0,SEA,NA,17593,0
Pittsburgh,USA,1993-07-14,PA,39,2,2011,John Gibson,74,N,Gibson,USA,8476434,L,214,20212022,1,56,56,0,172,3.18953,26,11,12,1,0.90385,1617,1789,1,ANA,NA,194135,18
Concord,USA,1994-01-22,NH,75,3,2012,Jon Gillies,78,N,Gillies,USA,8476903,L,223,20212022,1,20,15,0,62,3.70241,10,2,0,1,0.88727,488,550,0,"STL,NJD",NA,60285,3
Gavle,SWE,1995-09-19,NA,61,3,2014,Jonas Johansson,77,N,Johansson,SWE,8477992,L,218,20212022,0,11,8,0,38,4.68637,4,1,0,0,0.85606,226,264,0,"COL,FLA",NA,29191,3
